2023/12/20 17:14:25 -

--------------------------------------------------------------------
2023/12/20 17:14:25  | ExternalID: -611372478 | ReferenceId: EC-382230200 | OwnerEmail: covilha@era.pt | Attribute value: 'garagem-box' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:25  | ExternalID: -611298849 | ReferenceId: EC-111230006 | OwnerEmail: covilha@era.pt | Attribute value: '-1' not possible to map for attr type 'urn:concept:number-of-bathrooms'.
2023/12/20 17:14:55  | ExternalID: arhme6710 | ReferenceId: APT42 | OwnerEmail: geral@arhome.pt | Attribute value: 'Porta Blindada/Segurança' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:55  | ExternalID: arhme6710 | ReferenceId: APT42 | OwnerEmail: geral@arhome.pt | Attribute value: 'Roupeiros embutidos' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:55  | ExternalID: arhme6687 | ReferenceId: APT 41 | OwnerEmail: geral@arhome.pt | Attribute value: 'Acesso a deficientes' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:55  | ExternalID: arhme6687 | ReferenceId: APT 41 | OwnerEmail: geral@arhome.pt | Attribute value: 'Logradouro' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:55  | ExternalID: arhme6687 | ReferenceId: APT 41 | OwnerEmail: geral@arhome.pt | Attribute value: 'Vidros Duplos' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:55  | ExternalID: arhme6089 | ReferenceId: APT 36/32.B.2.2 | OwnerEmail: geral@arhome.pt | Attribute value: 'Ar Condicionado - Completo' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:55  | ExternalID: arhme6089 | ReferenceId: APT 36/32.B.2.2 | OwnerEmail: geral@arhome.pt | Attribute value: 'Lugar de garagem' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:55  | ExternalID: arhme6413 | ReferenceId: MOR 38-J | OwnerEmail: geral@arhome.pt | Attribute value: 'Estores Elétricos' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:55  | ExternalID: arhme6413 | ReferenceId: MOR 38-J | OwnerEmail: geral@arhome.pt | Attribute value: 'Jardim Privativo' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:55  | ExternalID: arhme6413 | ReferenceId: MOR 38-J | OwnerEmail: geral@arhome.pt | Attribute value: 'Painel Solar' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:14:55  | ExternalID: arhme6047 | ReferenceId: APT 36-32.A.2.1 | OwnerEmail: geral@arhome.pt | Attribute value: 'Deteção de incêndio' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:16:33  | ExternalID: cfnti6713 | ReferenceId: CF0646 | OwnerEmail: geral@cfontesimobiliaria.pt | Attribute value: 'Como Novo' not possible to map for attr type 'urn:concept:state'.
2023/12/20 17:16:39  | ExternalID: dmnsxt5901 | ReferenceId: Ref.DEV.00037 | OwnerEmail: geral@dimensaoexata.com | Attribute value: 'Acabamentos de Luxo' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:16:39  | ExternalID: dmnsxt5901 | ReferenceId: Ref.DEV.00037 | OwnerEmail: geral@dimensaoexata.com | Attribute value: 'Boas Estradas' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:16:39  | ExternalID: dmnsxt5901 | ReferenceId: Ref.DEV.00037 | OwnerEmail: geral@dimensaoexata.com | Attribute value: 'Excelente Exposição Solar' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:16:39  | ExternalID: dmnsxt5901 | ReferenceId: Ref.DEV.00037 | OwnerEmail: geral@dimensaoexata.com | Attribute value: 'Localização de Excelência' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:16:39  | ExternalID: dmnsxt5901 | ReferenceId: Ref.DEV.00037 | OwnerEmail: geral@dimensaoexata.com | Attribute value: 'Perto das Autoestradas' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:16:39  | ExternalID: dmnsxt5901 | ReferenceId: Ref.DEV.00037 | OwnerEmail: geral@dimensaoexata.com | Attribute value: 'Perto de Hipermercados' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:16:39  | ExternalID: dmnsxt5901 | ReferenceId: Ref.DEV.00037 | OwnerEmail: geral@dimensaoexata.com | Attribute value: 'Perto de Restaurantes e Esplanadas' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:16:39  | ExternalID: dmnsxt5868 | ReferenceId: Ref.DEV.00036 | OwnerEmail: geral@dimensaoexata.com | Attribute value: 'Caixilharia dupla' not possible to map for attr type 'urn:concept:characteristics'.
2023/12/20 17:16:39  | ExternalID: dmnsxt5843 | ReferenceId: Ref.DEV.00035 | OwnerEmail: geral@dimensaoexata.com | Attribute value: 'Condomínio de Luxo' not possible to map for attr type 'urn:concept:characteristics'.
